feature,delta_value,p_value,corrected_p_value
HNRNPH3_41999,-18.97,0.019296655162960533,1.0
CPSF7_105347,-18.96,0.0435388854396341,1.0
PIEZO1_122553,-18.949999999999996,0.0011915245534951087,1.0
SUMF2_30102,-18.880000000000003,0.00449573476897323,1.0
VLDLR_27698,-18.78,0.07451695202650399,1.0
NBPF20_40379,-18.75,0.18622183896807987,1.0
C9orf16_75593,-18.75,0.5016261376292901,1.0
FAM149B1_111113,-18.75,0.06596938754455614,1.0
RELL2_71039,-18.730000000000004,0.01951100561136289,1.0
ARRDC1_81135,-18.72,0.26803036801226976,1.0
MDM4_125488,-18.585,0.019557078982020977,1.0
ACCS_22414,-18.575,0.0170173721669338,1.0
MSH5_113492,-18.574999999999996,0.005585528530399798,1.0
MSH5-SAPCD1_113493,-18.574999999999996,0.005585528530399798,1.0
ARHGEF1_113331,-18.539999999999992,0.29658450384800605,1.0
NBPF15_84985,-18.520000000000003,0.02143521044195318,1.0
AC084018.1_14696,-18.519999999999996,0.27968979480375555,1.0
NOL3_56318,-18.439999999999998,0.04164535963255873,1.0
PRMT7_93938,-18.42,0.0536121340388478,1.0
C14orf159_37274,-18.39,0.01262404665612722,1.0
SF1_11157,-18.379999999999995,0.0023443076773822695,1.0
FNIP2_35270,-18.369999999999997,0.012652555616569361,1.0
ZFP90_34356,-18.290000000000006,0.11820556894707107,1.0
GOLGB1_1319,-18.289999999999992,0.004326675588376191,1.0
FOXM1_23271,-18.240000000000002,0.0005803380950034235,1.0
C4orf21_101646,-18.195,0.031180034185315987,1.0
MGEA5_129865,-18.189999999999998,0.024075555108834978,1.0
LRRCC1_82420,-18.180000000000007,0.5116030964393565,1.0
MRPL43_103279,-18.180000000000007,0.6807696162070584,1.0
NDUFA3_71806,-18.145000000000003,0.027725641209322766,1.0
FANCI_102568,-18.145000000000003,0.03997960294625696,1.0
COMMD4_93043,-18.120000000000005,0.2880555193471219,1.0
PTPRS_44843,-18.1,0.12743504133634148,1.0
HERC2P3_14681,-18.095,0.288885874558244,1.0
ZNHIT1_56269,-18.03,0.026323940010802255,1.0
POLR2G_83796,-18.02000000000001,0.029103109108881916,1.0
BIN1_25806,-17.960000000000008,0.05126586715243347,1.0
VCL_77879,-17.960000000000008,0.16742441707321976,1.0
ATPIF1_82041,-17.960000000000008,0.32400784224519297,1.0
RP11-977G19.11_70049,-17.955000000000005,0.016722189900464982,1.0
VEZT_62541,-17.89,0.01910571698149849,1.0
AP006621.5_22101,-17.884999999999998,0.008052258628543241,1.0
TSTD1_23415,-17.86,0.02305812498471444,1.0
CDK5RAP3_56443,-17.86,0.13348246191567367,1.0
PORCN_65304,-17.86,0.000845867452873009,1.0
AP1G2_61755,-17.85,0.0595428818514987,1.0
ZNF248_105132,-17.849999999999998,0.01594150921122424,1.0
CLK3_102677,-17.845000000000002,0.0015492650172981332,1.0
COPS7A_19588,-17.810000000000002,0.03743798301632939,1.0
ATG16L2_43366,-17.764999999999997,0.02017307734760227,1.0
FDFT1_48921,-17.75,0.16523468186459722,1.0
HARS2_98492,-17.689999999999998,0.01470649752702181,1.0
MPPE1_85719,-17.630000000000003,0.0022413940393330584,1.0
SMKR1_132777,-17.58,0.47188897379078276,1.0
EP400NL_59436,-17.505000000000003,0.003666624594797626,1.0
ARIH2_28100,-17.5,0.05694952113266954,1.0
SAP30BP_88322,-17.5,0.009047136589451305,1.0
C7orf26_95624,-17.5,0.015791760224301583,1.0
BBS1_16371,-17.485,0.2655392694304495,1.0
CTD-3074O7.11_16372,-17.485,0.2655392694304495,1.0
GALE_8201,-17.475,0.2317971969854521,1.0
PYGO2_8202,-17.475,0.2317971969854521,1.0
RP4-800G7.2_90872,-17.459999999999994,0.11663128135515709,1.0
ZNF783_90873,-17.459999999999994,0.11663128135515709,1.0
CCAR1_30208,-17.42,0.010166596056916145,1.0
ANKS3_84894,-17.405,0.15923292806027267,1.0
MYO9A_125190,-17.405,0.25671233692786277,1.0
