gene_name	HCC1395_BREAST	TOV112D_OVARY	HUCCT1_BILIARY_TRACT	RKN_SOFT_TISSUE	LMSU_STOMACH	SNU245_BILIARY_TRACT	TYKNU_OVARY
RAD54L	8.2	9.09		10.91	10.67	8.33	9.22
ARFGEF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD2AP	100.0			100.0	100.0	100.0	100.0
CTNNBIP1	0.35	0.0	0.0	0.0	0.0	0.0	0.08
ZNF184	0.0	0.0		0.0	0.0	0.0	0.0
CHEK2	100.0	100.0		100.0	100.0	100.0	100.0
GTF2F1	0.0	0.0		0.0	0.0	0.67	0.42
MED17	1.54	0.0	0.0	1.72	1.68	0.0	2.5
ARHGAP26	0.0			0.0		0.0	
PEX7		100.0	100.0	100.0		85.29	
DDRGK1	0.0	0.0		0.0	0.0	0.0	0.0
SNX27	0.0	0.0		0.0	0.0	0.0	0.0
GZF1	3.17	5.88		5.33	2.27	8.7	1.82
ATPAF2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
TANGO2	100.0	82.61		58.18	78.57	93.48	66.67
MYOF	0.61			0.16	0.55	1.28	0.17
SLC44A1	100.0	100.0		100.0	100.0	100.0	100.0
AC083899.3	0.0	0.74	0.0	0.0	0.0	0.0	0.0
EXOC3	2.74	1.43	21.43	2.29	2.56	5.44	3.57
KAT5	100.0	100.0		100.0	100.0	100.0	100.0
RPP40	100.0	100.0	100.0	100.0	100.0	100.0	100.0
LRP5	4.05	2.13	9.52	0.0		15.56	0.0
SMARCA2	99.02			100.0	100.0	100.0	100.0
SLC35B2	0.59	1.33	0.0	0.0	0.65	1.53	0.53
ARHGAP12	1.53	0.86		0.98	1.79	3.29	0.0
TUBB2B	99.33	99.53	84.3	99.66	99.02	98.37	98.48
TIMM23B	95.85	97.25	94.68	93.49	94.36	98.41	97.11
FAM131A	3.85	0.0		1.09	2.7	0.0	1.56
LEMD2	1.09	1.45		0.36	0.0	0.0	0.0
ANKRD26	14.29	0.0		0.0	5.26		0.0
TSC22D3	4.65	0.0		1.32	0.0	36.84	
NCOA7	0.0	0.0		0.0	6.25	0.0	
CCDC69	0.0	0.0	0.0	0.0		0.0	0.0
SLC38A9	0.0	0.0	0.0	0.0		0.0	0.0
TIA1	7.81	14.31	4.0	13.52	13.24	16.46	11.0
NAA16	3.45	10.0		20.0	7.69	20.0	0.0
SPG11	5.56	7.69		0.0	8.33	9.62	17.39
EIF4G1	21.43	31.25		19.35	100.0	30.3	27.08
MTBP	1.79	1.92	100.0	0.0	0.0	2.38	3.39
SRCAP	3.39	0.0		0.0	0.0	0.0	0.0
AARSD1	100.0	100.0	97.19	100.0	100.0	97.27	96.46
PTGES3L-AARSD1	100.0	100.0	97.19	100.0	100.0	97.27	96.46
POLQ	0.0	0.0		0.0	0.0	6.25	0.0
ABCD3	3.5	1.35		1.15	1.45	0.99	0.77
TUBGCP3	0.0	0.0		0.0	0.0	1.46	0.0
MEIS2	0.0	5.38		0.0	5.88	0.0	0.0
KIAA0195	64.77	65.59		82.19	68.52	81.33	75.0
INPP5E	9.3	10.17		7.5	13.56	13.04	6.82
BAI3			0.0			0.36	
MAPK13			0.0			0.36	
ATG4D	0.0			25.0	0.0	22.22	0.0
CCT7	97.26	98.74	100.0	97.8	99.28	99.25	98.57
NUP85	100.0	98.18		100.0	100.0	100.0	100.0
KLF3	0.0	0.0	0.0	3.92	0.0	0.77	0.0
KIF21A		0.0		25.0	20.51	0.0	6.38
CXorf40A	0.0	0.0		0.0		0.0	0.0
SNRPD1	97.74	94.08	96.93	96.78	99.26	96.98	97.59
CAND1		0.4		0.0	0.0	0.0	0.0
WDR27	100.0	100.0		100.0	100.0	100.0	100.0
CCDC102A	100.0	99.05		100.0	100.0	100.0	100.0
AC005562.1	100.0	100.0		100.0	100.0	100.0	
SMURF2P1	100.0	100.0		100.0	100.0	100.0	
MICAL3	76.67	100.0		80.95	81.58	78.95	100.0
ZDHHC18	2.24	12.63		0.0	3.77	2.38	1.16
TRABD	86.15	100.0	90.24	84.21	100.0	87.5	100.0
PTBP1	98.54	99.22	100.0	98.9	98.72	99.6	98.17
TMCO1	13.46	11.52	11.43	13.05	13.58	10.53	15.07
KCTD7	1.22	2.0		0.0	3.33	3.81	2.56
RABGEF1	1.22	2.0		0.0	3.33	3.81	2.56
MRPS6	76.0	46.15	100.0	86.96	82.61	82.61	100.0
PLK2	2.24	2.71	0.62	1.79	2.01	0.0	1.76
KNOP1	2.49	1.16		1.72	0.78	1.61	1.75
RP4-604K5.1	86.44	81.5	85.49	93.6	83.65	95.65	66.37
KIFC3	5.56	5.56		5.83	14.13		6.56
GCLC	5.78	4.6		0.0	6.56	4.73	1.79
SGK1	5.78	4.6		0.0	6.56	4.73	1.79
PPM1D	100.0	100.0		100.0	100.0	90.0	100.0
UBR5	4.04	0.0		3.77	5.93	1.5	4.95
INTS8	0.0	0.0		0.0	0.0	1.01	0.0
TTK	2.76	0.0		0.0	0.0	2.2	0.0
TERF2IP	2.37	0.0		4.4	0.0	0.0	2.4
DCAF17	8.33	3.57		0.0	0.0	7.69	0.0
FBXL3	2.86	2.44		1.61	2.27	17.39	8.0
MORN4	1.82	7.14		2.9	8.7		7.14
SLC25A35	2.0	1.59	0.0	0.0		0.0	2.38
ZC3HAV1L	11.76	10.91		8.33	8.0	48.39	8.33
UPF2	100.0	99.19		100.0	100.0	99.02	100.0
SH3PXD2A	0.0			0.81	1.37	2.5	3.12
SCYL3	0.0	0.0		0.0	0.0	0.0	0.0
YPEL5	8.22	30.17	0.0	12.17	30.43	8.33	18.09
IARS	0.82	0.0	0.0	0.72	0.0	2.29	0.72
IFRD1	93.49	100.0	95.92	98.54	99.19	89.33	97.44
RAD52	5.88	2.63		6.67	20.0		13.64
B4GALT3	92.21	92.93		94.03	91.49	84.44	88.89
PHC3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
SOS1		0.0		0.0	0.0	0.0	0.0
THAP7	0.0	1.8		1.61	2.63	2.04	6.14
ATAD5	0.0	4.35		0.0	0.0	6.67	0.0
ZC3H13	96.72	100.0		100.0	100.0	100.0	93.75
AC007292.6	100.0	100.0	100.0	100.0	100.0	100.0	100.0
FUCA1	4.0	0.0	0.99	1.16	0.0	0.0	
KMT2C	91.18	100.0		100.0	100.0	100.0	100.0
KDM2A	2.61	1.92		0.0	0.85	8.78	2.16
AC113189.5	6.06	4.17	0.0	9.09		4.65	7.24
KIAA1715	12.96	12.0		12.07	16.98	37.93	11.32
RPL10	95.97	95.62	98.31	98.36	98.44	95.02	95.17
MACF1	8.99	3.02	47.46	24.62	7.52	82.19	6.97
C9orf91	5.17	4.92		11.11	0.0	15.79	10.34
ARHGEF10	0.0	2.06		0.0	2.13	0.0	0.0
CHKB-CPT1B	0.0	0.0		0.0	0.0	0.0	
CPT1B	0.0	0.0		0.0	0.0	0.0	
NPHP4	0.0	0.0		0.0	0.0		0.0
YTHDF1	1.18	4.69		7.35	14.0	4.3	5.88
ACPL2	0.0	0.0	0.0	2.22		0.0	0.0
DNPEP	97.33	96.09	100.0	96.5	100.0	99.22	100.0
C9orf72	0.0	10.42		9.62	23.53		5.71
ATG2B	0.0	0.0		0.0	3.03	12.0	0.0
ALKBH2	4.26	4.17	0.0	0.0	2.5	7.14	2.11
MOGS	100.0	100.0		100.0	100.0	100.0	92.5
KIAA1429	1.09	0.0	0.0	0.0	0.0	1.79	0.81
KIAA1009	1.41	2.23		1.52	1.05	1.7	1.21
LRP11	1.41	2.23		1.52	1.05	1.7	1.21
SDC3	1.74	0.0		0.0	0.0	0.0	0.0
AKAP13	0.0	0.0		0.0	0.0	0.0	0.0
OSBPL7	100.0					100.0	100.0
IWS1	93.41	96.9	100.0	96.39	95.17	93.55	97.12
PSMD4	94.17	96.13	100.0	95.96	96.6	99.42	95.53
MOV10	0.0	0.0		0.0	0.0	0.0	0.0
PCYT2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
RAD18	0.0	0.0		0.0	0.0	0.0	0.0
DTNBP1	79.49	64.1		75.0	81.58	88.1	69.57
KLHL8	100.0	90.0		85.71		100.0	100.0
KDM4B	100.0	100.0		100.0	100.0	100.0	100.0
TRAPPC3	96.37	98.61	97.42	98.71	99.03	98.86	97.77
GOLGA8B	100.0	100.0		100.0	100.0	100.0	100.0
PHTF1	100.0	100.0	100.0	100.0	100.0		100.0
AF011889.5	0.0	5.46		3.4	0.0	0.0	0.0
IDS	0.0	5.46		3.4	0.0	0.0	0.0
TFE3	0.0	5.46		3.4	0.0	0.0	0.0
APBB3	0.0	0.0		0.0	0.0	0.0	0.0
MLKL				100.0	100.0	100.0	98.24
NUP98	0.0	0.0		0.0	0.0	0.0	0.0
NPIPA2	100.0	100.0		100.0	100.0	100.0	100.0
SLC29A2	77.78	76.86	62.5			59.58	
STT3A	100.0	100.0		97.56	99.18	100.0	99.06
MR1	1.63	0.0		0.0	0.0		0.0
IFI27L1	69.23	68.57	16.39	38.89		25.0	50.0
HMGN2	1.33	4.17		2.5	2.0	6.9	1.79
ZNRD1	6.09	2.38	0.72	1.56	2.63	2.44	2.31
LYPLA1	6.56	4.97	0.0	15.03	4.3	1.97	12.0
HIST2H4B	87.88	66.67	94.92	78.57	87.5	72.0	84.62
STX17	100.0	100.0		100.0	100.0	100.0	100.0
RYK	60.35	55.18		59.77	62.95	63.6	60.16
MAPKAPK2	1.12	0.0		2.78	0.0	0.0	0.0
SORBS3	0.0	0.5	0.0	0.22	0.0	0.81	0.28
SLC5A6	1.54	0.5		1.59	4.23	1.59	1.98
LUC7L3	0.0	0.0		0.0	0.0	0.0	0.0
JMJD6	3.82	0.73	2.53	7.03	5.11	6.82	2.42
CHID1	7.69		0.0	9.09	9.09		3.85
VPS8	0.0	0.0		0.0	0.0	0.0	0.0
SPTY2D1	0.0	1.35	0.0	0.0	0.0	1.72	0.0
DHRS7	100.0	100.0	99.78	100.0	100.0	100.0	100.0
AARS2	100.0	100.0		100.0	100.0	100.0	100.0
AK4	82.11	54.55			75.1	100.0	88.89
ASNSD1	100.0	100.0	100.0	100.0	100.0	100.0	98.98
GALNT7	0.0	0.0	4.0	0.0	2.8	2.41	0.84
A2ML1	32.08	20.0	100.0	16.67	14.67	0.0	29.51
UBE3B	32.08	20.0	100.0	16.67	14.67	0.0	29.51
FMR1	4.98	5.42	79.59	2.02	3.54	2.21	8.24
CDC42SE1	27.27	38.98		36.73	50.0	40.62	38.89
VPS45	100.0	100.0		100.0	100.0	100.0	100.0
EIF1AX	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IPO5	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CDV3	6.44	6.65	11.51	4.72	4.66	9.62	5.76
ROMO1	6.34	6.55	9.56	4.4	7.73	6.03	8.17
SNRNP70	51.01	60.5	52.17	59.52	60.11	57.37	56.12
CSNK2A2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KIAA0232	0.0	0.0		0.0	0.0	0.0	0.0
MAU2	3.53	1.15		0.0	2.04	3.45	1.89
DRG2	0.0	1.7	0.0	0.0	2.4	1.9	3.11
MTCH2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
DNAJC4	97.11	100.0	100.0	96.91	93.1	100.0	95.69
PRELID2	100.0	100.0	100.0	100.0	100.0	95.89	100.0
PHF20L1	100.0	100.0		100.0	100.0	100.0	100.0
CTC-550B14.6	21.43	14.29		7.41		13.19	5.88
RDH13	21.43	14.29		7.41		13.19	5.88
CWC25	100.0	95.24	100.0	100.0	100.0	100.0	100.0
UBA1	100.0	100.0		100.0	100.0	100.0	95.19
TRA2B	0.0	1.94		0.0	0.0	0.0	0.0
DNAJC16	0.0	0.0		0.0	0.0	0.0	0.0
ATP2C1	10.91	0.0		0.0	0.0	0.0	0.0
PACSIN3	2.74	0.0		2.35	0.0	0.0	0.0
VTI1A	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RSRC1	1.8	0.0	2.25	1.46	1.67	0.99	1.54
RAD54L2	100.0	100.0		100.0	100.0	100.0	100.0
ADNP2	0.0	0.0		0.0	0.0	0.0	0.0
SLX1A	97.01	99.55	100.0	98.7	97.78	98.96	97.98
SLX1A-SULT1A3	97.01	99.55	100.0	98.7	97.78	98.96	97.98
SULT1A3	97.01	99.55	100.0	98.7	97.78	98.96	97.98
EIF2A	82.0	100.0	100.0	87.5	92.86	92.68	81.82
RPL32P3	100.0	100.0		100.0		100.0	100.0
USP20	100.0	100.0		100.0		100.0	100.0
NR2C1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
MLLT6	87.88	98.32		100.0	100.0	97.53	90.62
FAM173B	0.0	0.0	0.0	0.87	0.0	0.85	0.0
TOM1L2	89.33	100.0		94.52	88.1	100.0	100.0
C11orf49	0.0	0.0	0.0	0.58	0.0	0.0	0.0
ARMC8	100.0	100.0		100.0	100.0	100.0	100.0
ZKSCAN4		100.0		100.0	100.0		100.0
ABHD14A-ACY1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPG5	100.0	100.0		100.0	100.0		100.0
ACAA2	2.08	3.02	0.0	2.3	1.39	2.04	2.82
TAF1C	0.0	0.0		0.0	0.0	0.0	0.0
WASH4P	0.0	0.0		0.0	0.0	0.0	0.0
CAST	0.17	0.0	0.0	0.0	0.0	0.0	0.0
ARHGAP33	7.25	4.35		7.14	9.68	4.0	14.29
MTHFD1L	1.15	0.0		0.0	1.19	0.0	0.0
TRIP13	100.0	94.14		98.6	100.0	91.19	99.05
PIK3R4	0.0	0.0		0.0	0.0	2.17	1.43
RCC1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
POC5	0.0	0.0	0.0	4.81	0.0	9.68	0.0
BAG3	1.36	0.0		0.0	0.54	0.0	0.89
TJAP1	0.0	0.0		0.0	0.0	0.0	0.0
MAP4K4	63.31	27.45	72.22	56.7	60.3	51.85	56.44
ESPL1	27.59	24.37		32.46	20.95	15.38	25.71
SUN2	1.0	14.17		0.62	2.32	10.7	2.45
ACAP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PREB	85.71	100.0		100.0	89.47	100.0	100.0
DNAJC16	0.0	0.0		0.0	0.0	0.0	0.0
FAM109A		3.85		3.97	13.33	3.64	1.56
NIT1	40.0	77.14	100.0	94.44	80.0	55.26	66.04
PLAUR	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POMT2	8.65	4.73		3.17	5.63	13.16	5.26
KIAA0556	100.0	100.0		100.0	100.0	100.0	100.0
FANCC	0.0	0.0		0.0	0.0	0.0	0.0
RANBP10	0.0	0.0		0.0	0.0	0.0	0.0
TMEM126B	4.88	5.8	1.76	4.67	6.02	10.27	3.42
FBXL6	86.49	75.0		63.16	74.07	90.77	66.67
NRP1	0.35			0.32	0.0		
RICTOR	100.0			100.0	100.0	100.0	100.0
NPC1	0.43	2.22		0.0	0.8	2.63	0.71
BMPR2	100.0	100.0		100.0	100.0	100.0	100.0
MYO1B	0.61	0.57		0.58	0.56		
ZFC3H1	2.38	2.44		1.1	7.25	4.05	3.85
FLYWCH2	2.06	4.83		0.0	2.63	0.0	0.0
SAMD8	100.0	100.0		100.0	100.0	100.0	100.0
PIM1	2.22	3.77	0.0	1.19	0.73	5.53	1.04
G3BP2	15.91	29.03		10.0	15.79	26.67	24.07
MSANTD3	0.0	0.0		0.0	0.0		0.0
SFI1	100.0			100.0	100.0	100.0	100.0
DEPDC1	0.0	0.0		0.0	0.0	0.0	0.0
PITPNB	98.17	97.3	38.46	99.2	99.18	100.0	100.0
ESPL1	95.24	100.0		100.0	100.0	100.0	100.0
CUEDC1	0.0	0.0		0.0	0.0	0.0	0.0
IMPA1	100.0	100.0		100.0	100.0	100.0	100.0
PAN3	100.0	100.0		100.0	100.0	95.65	100.0
TMEM63B	5.52	2.37	18.18	0.0	3.12	2.07	1.9
GOLGA1	0.0	0.0		0.0	0.0	0.0	0.0
KLHL17	82.61	62.5		76.47	62.16	61.54	75.0
TEP1	100.0	100.0		100.0	100.0	100.0	100.0
GOLGA8B	0.0	0.0		0.0	0.0	0.0	0.0
SH3BP2	0.0	3.57		2.06	2.63	0.0	0.0
ZNF771	27.27	57.63	29.41	63.64	40.0	17.24	27.27
RNF6	27.27	30.77		11.76	25.0	38.89	25.0
MESDC2	100.0	100.0	100.0	100.0	95.83	100.0	100.0
BCAP31	11.76			27.78	8.33	11.54	22.73
FNBP1	45.0	63.41		66.04	78.38	36.36	44.44
ACYP1	19.29	7.56	44.48	15.83	15.94	32.61	21.74
PKD1P5	100.0	100.0		100.0		100.0	100.0
OIP5-AS1	12.5	3.51	4.6	3.42	6.45	14.58	8.62
PARP12	12.5	8.7		9.3	5.45	4.29	2.17
PC	0.0			0.0		0.0	0.0
HADHB	3.74	1.58	1.59	1.55	3.38	1.71	2.59
P4HA2	100.0	100.0	100.0	97.65	100.0		
CNOT1	0.3	0.37	0.0	0.0	0.53	0.19	0.0
ZMYND8	1.64	1.85		0.34	0.0	1.61	1.9
COG1	18.75	16.67		20.0	9.3	5.0	17.65
PQLC1	100.0	99.35	100.0	100.0	99.15	100.0	100.0
HELZ	0.0	0.0		0.0	0.0	0.0	0.0
MYO1B	0.7	0.85		0.58	1.47		
TLN1	2.84	0.0	31.25	0.0	0.96	0.0	1.32
PPIP5K1	0.0	0.0		0.0	0.0	5.43	0.0
GGA3	71.43	91.67		68.92	69.12	81.16	85.25
CHCHD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UTRN	0.0	0.0		0.0	0.0	0.0	0.0
TPT1-AS1	55.0	32.61		42.86	53.33	30.0	55.56
STIL	0.0	0.0		0.0	0.0	0.0	0.0
RNF166	3.23	2.74		0.95	2.3	0.0	1.77
CTC-429P9.4	1.77	0.85	0.0	3.08	0.0	7.69	8.22
SMIM7	1.77	0.85	0.0	3.08	0.0	7.69	8.22
URB1	0.0	1.39		0.0	0.0	0.0	0.0
SNHG14		4.21		1.08	0.0		2.3
CYTH1	100.0	100.0		100.0	100.0	100.0	100.0
PUM1	2.08	3.82		3.7	6.67	5.0	7.63
ARHGEF9	85.71	74.42		70.59		67.74	64.0
SLMAP	32.14	26.23		29.35	34.21	27.16	24.56
CALM2	1.92	8.7		6.67	4.0	2.63	0.0
RLF	100.0	100.0		100.0	91.3	100.0	93.18
DBNL	98.43	97.12		95.12	95.83	97.98	94.28
ALKBH1	1.82	0.0	0.0	0.0	0.0	2.33	0.0
PIK3R3	100.0	100.0		100.0	100.0	100.0	100.0
CTNNA1	0.29	0.0	0.0	0.0	0.0	0.17	0.0
BRD7	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NEK9	99.19	99.7	0.0	99.78	99.07	97.97	98.95
CCDC111	100.0	97.5		91.18	98.02	100.0	97.87
LPIN2	0.0	0.0		0.94	2.94	1.6	0.0
XXyac-YRM2039.2	7.27	3.57	0.0	3.1	6.12	4.96	6.25
OGFOD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-197N18.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARFGAP1	9.25	9.09		5.63	7.92	8.42	9.15
RASAL2	0.0	0.0		0.0	0.0	0.0	
PYGL	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AKAP12		0.0		0.0	0.0		0.0
KDM5A	0.0	0.0		0.0	0.0	0.0	0.0
RABL6	7.28	0.0	0.0	0.85	0.0	0.0	0.0
NOL6	100.0	100.0		100.0	100.0	100.0	97.52
BSCL2	100.0	100.0	100.0	100.0	96.49	100.0	100.0
RP11-831H9.16	100.0	100.0	100.0	100.0	96.49	100.0	100.0
MRPL22	64.41	69.78	85.99	76.87	82.14	97.72	62.58
SCRN3	0.0	0.0		0.0	0.0	0.0	0.0
FAM86C1		5.0	7.69	3.12	5.26	10.53	4.35
TRABD	55.9	0.0		3.28	0.0	18.92	0.0
TUBGCP6	6.42	4.88		4.35	4.69	5.88	5.0
ASPSCR1	96.62	100.0	100.0	98.57	100.0	100.0	100.0
ERCC6	0.0	0.0		0.0	0.0	0.0	
RNF185	100.0	100.0		100.0	100.0	100.0	100.0
ERVK13-1	16.67	14.29			18.18	14.29	15.38
CSK	78.57	91.3		100.0	100.0	75.0	88.24
FMR1	0.0	0.0		0.0	0.0	0.0	0.0
GLTSCR2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
EPC1	4.17	2.04		4.6	2.08	1.59	5.71
RNF34	2.7	1.54		8.89	5.77	5.0	7.69
WWC1		100.0		100.0	100.0	100.0	100.0
ULK3	0.0	4.46		0.0	5.56	2.22	3.6
HSDL1	100.0	100.0		100.0	100.0		100.0
ZNF513		0.0		0.0		4.55	2.97
DLG1	0.0	0.0	19.51	4.2	0.0	0.0	5.45
RSPRY1	18.33	8.22		2.92	9.52	47.22	16.44
OTUD7B	0.0	0.0		0.0	0.0	0.0	0.0
CTNND1	41.3	61.7	20.0	58.02	57.81	8.44	40.62
ALG9	100.0	100.0	100.0	100.0	100.0	100.0	100.0
MAFF	0.0	0.0	19.55	0.0	0.0	0.0	0.0
CLN6	0.0	0.0		0.0	0.0	0.39	0.0
RFC2	100.0	100.0	100.0	100.0	100.0	100.0	98.01
ADAM15	18.64	3.08	58.15	17.07	6.57	61.09	20.44
OCRL	100.0	91.01		81.82	84.0	79.05	69.81
ZNF432	0.0	0.0				0.0	0.0
AC002398.9	100.0	100.0		100.0	100.0	100.0	100.0
LIN37	100.0	100.0		100.0	100.0	100.0	100.0
UBE4A	5.0	10.0		8.7	5.13	11.63	9.3
CHD6	4.88	0.0		0.0	0.0	3.7	0.0
KIAA1549	100.0	100.0		100.0	100.0	100.0	100.0
ERCC6	100.0	100.0		100.0	100.0	100.0	100.0
ERCC6-PGBD3	100.0	100.0		100.0	100.0	100.0	100.0
PGBD3	100.0	100.0		100.0	100.0	100.0	100.0
NBPF9	1.59	0.0		0.0	2.44	0.0	0.0
SYNCRIP	40.0	47.19		42.0	75.0	42.22	41.67
NBPF10	1.45	0.0		0.68	1.11	0.0	1.75
COMMD4	1.85	1.2	0.0	1.04	1.67	1.52	1.53
HEATR1	0.0	0.0		0.0	0.0	1.72	0.0
SAP30BP	2.86	0.94	0.0	9.84	2.29	3.08	2.54
RBBP5	0.0	0.0		0.0	0.0	0.0	0.0
FBXO38	0.0	0.0		0.0	0.0	6.82	0.0
MYBL1	0.0			0.0	1.01		8.89
ACAD10	100.0	100.0		100.0	100.0	96.97	94.44
CHM	5.88	4.12		2.41	1.35	2.35	4.2
AKR1B1	0.66	1.68	0.0	0.37	0.37		0.94
DAPK3	95.24	95.24		95.77	93.31	92.5	95.04
SYPL1	3.8	0.51	3.07	1.84	3.57	1.67	1.68
NR3C1	4.76	3.85		3.08	5.77	7.14	5.0
MKL2	0.0	0.0		0.0	0.0	0.0	
SND1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
RNF213	0.0	0.0		0.0	0.0	0.0	0.0
LRRC8B	3.77	2.04				3.33	2.08
CFLAR	9.8	3.85		3.7	0.0	4.17	9.68
DYNC1LI2	100.0	97.74		100.0	100.0	100.0	96.55
EXOC6		0.0	0.0	0.0		0.0	0.0
RP11-526P5.2		0.0	0.0	0.0		0.0	0.0
TLE3	0.0	2.5		3.77	0.0	3.7	4.55
HKR1	1.79	1.52		0.0	0.0	0.0	0.0
ARFRP1	96.34	96.38	95.45	97.85	96.3	96.53	95.99
PSMG4	5.53	4.92	8.07	2.9	9.09	8.89	6.25
KANK2	6.8	10.78		5.01	6.11	16.13	3.33
HMGA1	20.27	14.71	27.27	18.09	16.95	29.02	16.62
PVRL2	70.83	75.3	91.74	68.51	70.91	40.81	64.85
ADARB1	4.55	4.44		2.86	0.0	6.67	2.56
USP25	100.0	100.0		100.0	100.0	100.0	100.0
PHF20L1	3.75	4.29	0.0	1.95	3.97	10.67	3.45
TGIF1	56.25	58.22		65.62	88.24	55.48	46.43
NIPBL	1.15	0.0	0.0	0.0	0.0	2.5	2.08
PHPT1		0.0	0.0	0.0		0.0	
LIMK2	6.67	0.0		0.0	4.55	1.15	0.0
TCHP	2.94	3.57		2.86	4.11	5.26	2.17
SYMPK	100.0	100.0	100.0	100.0	100.0	100.0	100.0
SRP9	1.48	1.52	1.28	2.42	2.35	3.17	1.41
NARS	98.61	99.55		99.13	99.38	99.11	98.28
CKAP2	1.58	0.73	6.49	1.4	1.56	2.63	1.06
CAPZA2	99.49	99.07	100.0	100.0	100.0	100.0	98.5
ARMCX6	94.92	96.8	95.38	100.0	97.32	100.0	98.58
CRYBG3				100.0		100.0	100.0
LAMP2	100.0	100.0	82.93	100.0	94.74	100.0	96.72
RNF213	94.44	97.26		98.95	93.22	94.67	100.0
PAPD4	0.0	0.0		0.0	0.0	0.0	0.0
PPIP5K2	45.83	23.36		44.85	24.53	17.14	49.47
G3BP1	48.15			68.83	58.33		51.61
PAM	48.15			68.83	58.33		51.61
POLG	92.59	96.15		95.18	96.49	100.0	93.94
MARC2		0.0	0.0	0.0	0.0		
DNAJC13	0.0	2.0		0.0	0.0	1.43	1.61
UCKL1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
DVL1	5.41	2.56		3.82	5.38	6.67	6.06
PTER	0.0	0.0		0.0		2.33	0.0
ATM		100.0		100.0	100.0	100.0	100.0
SORL1		100.0		100.0	100.0	100.0	100.0
NCK2		0.0		0.0	0.0	0.0	0.0
LRRC24	88.68	62.5		100.0	89.29	91.38	100.0
KDM2A	2.15	1.9		0.69	1.67	6.45	2.11
PGAP3	100.0	100.0		100.0		100.0	100.0
CLASP1	0.0	0.0		0.0	0.0	0.0	0.0
RIC8B	7.69	8.77		6.25	0.0	7.69	8.57
ATP6V0A2	100.0	100.0		100.0	100.0	100.0	100.0
SEPT8	33.33	27.08		33.33	29.55	41.46	31.03
CKAP5	100.0	98.37	100.0	100.0	99.32	98.28	99.08
NBR2	85.71	92.0		89.66		79.03	94.12
RP11-33B1.1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
DNAJC10	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PPP1R10	94.83	100.0		91.89	100.0	96.23	100.0
C11orf24	59.57	82.89	53.97	72.73	72.76	63.74	60.61
RP11-22B23.1	92.86	91.67		95.45	81.82	75.76	84.21
GIT1	100.0	96.53		100.0	100.0	100.0	100.0
AK2	3.63	3.6	0.0	4.1	2.85	2.43	1.98
FAM65A	5.88	7.55		10.56	6.72	11.11	9.52
RNF213	0.0	0.0		0.0	0.0	0.0	0.0
BAZ2B	23.81	25.53	10.53	21.05		27.08	27.5
SMC4	98.2	100.0		97.96	97.79	92.77	98.94
GTF3C1	0.0	0.0		0.0	0.0	0.0	0.0
ZNF780B		100.0		100.0		100.0	100.0
ZCCHC11	13.04	18.12		15.08	14.78	9.68	13.16
NBPF1	52.38	47.67		70.37	48.84	50.0	41.49
WDR90	90.91	100.0	100.0	100.0	94.0	98.2	100.0
RTN4	33.33	41.94		5.0	10.42	27.78	4.08
GUSB	80.63	93.26		88.17	85.26	86.35	89.89
ADIPOR1	100.0	98.95	100.0	97.09	98.86	95.65	98.38
RBFADN	3.7	6.41	0.0	2.7	5.5	4.26	0.93
FAM133B	100.0	93.65	100.0	100.0	89.66	97.59	94.37
MXD4	2.21	0.8		1.86	0.0	1.14	1.04
C1orf131	0.0	0.0	0.0	0.0	0.0	1.06	0.0
PARP2	96.25	97.84	83.29	98.96	93.14	93.51	100.0
EHBP1L1	83.08	76.6		74.77	94.48	100.0	81.69
CEP350	0.0	18.52		0.0	10.53	16.67	0.0
ZNF513		0.0		0.0		3.64	2.0
NR4A1	0.0	1.69		0.0		7.41	
HDAC1	4.79	3.25	0.0	3.2	2.56	1.97	3.01
TIMELESS	7.25	4.51		2.7	6.64	7.8	6.67
RABL6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DHX8	19.19	21.78	77.25	19.83	20.63	11.36	24.51
