gene_name	HCC1395_BREAST	TOV112D_OVARY	HUCCT1_BILIARY_TRACT	RKN_SOFT_TISSUE	LMSU_STOMACH	SNU245_BILIARY_TRACT	TYKNU_OVARY
KIFC1	4.47	8.31	0.0	1.86	5.6	6.15	4.94
CEP55	3.85	6.52	0.0	1.9	4.93	7.52	3.23
C10orf88	100.0	100.0	100.0	100.0	100.0	100.0	100.0
UVSSA	0.0	0.0		0.0	0.0	0.0	13.64
TIMM8A	28.0	23.64	30.0	29.79	27.78	10.89	21.98
XAGE1D	28.0	23.64	30.0	29.79	27.78	10.89	21.98
PFKP	0.23	1.96	1.45	0.9	0.46	0.9	0.59
MIF4GD	0.0	2.17		12.0	0.0	0.0	0.0
OGFOD2	100.0	100.0		100.0	100.0	100.0	100.0
RP11-197N18.2	100.0	100.0		100.0	100.0	100.0	100.0
POLG	96.23	100.0		100.0	100.0	100.0	92.41
CHEK2	7.79	6.36	0.99	6.38	8.33	11.21	7.2
CEP135	0.0	0.0		0.0	3.85	0.0	0.0
INTS1	0.0	0.0		0.0	0.0	0.0	0.0
SCAMP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-231C14.4	99.37	100.0		100.0	100.0	100.0	100.0
MMS19	100.0	97.84		98.59	97.71	100.0	96.5
ANAPC10	75.56	86.36	79.55	85.29	89.66	62.26	86.81
STK11IP	4.44	1.12	0.0	0.0	5.56	2.86	3.77
KIAA0226		0.0		0.0	0.0	0.0	0.0
TBC1D16	7.46	2.63		1.06	0.0	0.98	2.13
GAA	100.0	100.0		100.0	100.0	100.0	100.0
SNRNP200	0.73	0.45		0.55	0.48	1.27	0.49
PDK3	5.88	0.0	0.0	0.0	0.0		
CSNK2B	99.08	99.68	99.68	100.0	100.0	100.0	100.0
CSNK2B-LY6G5B-1181	99.08	99.68	99.68	100.0	100.0	100.0	100.0
NCAPD3	96.7	98.45		95.83	96.3	95.19	99.0
PXN-AS1	1.72	9.38	10.14	0.81	0.69	2.01	0.75
KDM5C	25.93	24.69		25.13	27.85	20.0	22.17
RP11-1407O15.2	40.43	43.06	100.0	51.28	50.0	39.44	56.6
TMEM260	73.33	90.48		88.57	81.82	82.05	
ANAPC13	2.12	2.26	0.0	1.75	1.27	3.0	6.34
INTS1	0.0	0.0		0.0	0.0	0.0	2.53
FOXK2	96.83	96.71	100.0	89.12	90.99	97.09	97.25
CSNK2A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XPO5	92.9	89.58	100.0	93.88	91.61	89.74	92.98
TMEM63B	0.0	4.55		0.0	16.67	0.0	7.14
MRPL21	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PSMA4	23.53	53.85		45.45	34.48	22.22	29.07
AGAP10	100.0	100.0			100.0		100.0
NF2	100.0	100.0		100.0	100.0	100.0	100.0
C19orf55	0.0	0.0		0.0	0.0	0.0	0.0
ZZEF1	7.41	0.0		0.0	0.0	0.0	0.0
FBXO11	0.0	0.0		0.0	0.0	0.0	0.0
ZMYM6	0.0	0.0	0.0	0.0	13.64	15.38	6.67
NXT1	7.14	1.83	1.82	0.0	1.3	1.27	1.81
EP400NL	0.0	6.67		12.24	0.0	0.0	0.0
RP11-6N17.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XPO7	0.0	0.0		0.0	0.0	0.0	0.0
LRCH1	2.47	1.85	1.49	1.23	2.17	5.7	2.99
RP11-152F13.3	0.0	3.16		0.0	0.0	0.0	0.0
ZNF430	12.12	4.55		4.0		0.0	5.88
SUFU	0.0	0.0		0.0	0.0		0.0
NACC1	12.91	5.98		6.3	7.01	13.04	5.15
GRK6	98.28	97.5		95.18	97.54	93.99	98.65
RAVER1	80.85	90.11		85.0	82.67	81.25	79.73
MBNL2	100.0	100.0		94.44	100.0	97.37	93.04
PDK3	100.0	100.0	100.0	100.0	100.0		
LINC00888		0.0		0.0	0.0	0.0	0.0
BRF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MTPAP	18.27	0.0	0.0	0.0	0.0	0.0	0.0
APBB2	25.71	28.57		10.0	11.54	37.68	5.0
CIC	90.38	85.19		87.27	84.48	85.96	92.68
PWP2	0.0	0.0		0.0	0.0	0.0	0.0
FAM168B	16.0	8.82		7.69	10.0	7.89	8.54
ALKBH6	6.81	3.8	0.0	2.17	3.97	5.96	3.35
NUP160	100.0	100.0		100.0	100.0	100.0	100.0
SFXN3	100.0	100.0		100.0	100.0	100.0	100.0
MTAP		100.0		100.0		100.0	100.0
RP11-145E5.5		100.0		100.0		100.0	100.0
DIS3L	6.56	14.86	39.06	6.78	6.45	17.31	12.33
NIPAL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-33B1.1	0.0	27.5	34.29	0.0	0.0	0.0	3.7
ADAT2	2.7	0.0		2.38	2.86	0.0	2.13
MLH3	0.0	0.0		0.0	2.94	0.0	0.0
DIDO1	0.97	0.0		0.96	2.33	1.41	1.19
FAM21A	100.0	97.96		100.0	98.0	100.0	100.0
SNX8	0.0	0.0		0.0	0.0	0.0	0.0
CUL3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PHYKPL	52.38	77.42		83.33	75.0	89.29	75.0
KAT5	0.0	0.0		0.0	0.0	0.0	0.0
LBR	100.0	99.48	100.0	100.0	100.0	99.7	100.0
MROH1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP6V0A1	0.49	0.0		0.0	0.0	0.6	0.0
PRRC2C	65.69	64.64		75.57	79.17	72.52	78.2
CROT	0.0	8.0		0.0	0.0	0.0	0.0
DHX38	92.16	95.65	100.0	100.0	100.0	97.37	95.77
LUC7L3	100.0	100.0		100.0		94.87	100.0
PC	0.0			0.0		0.0	0.0
CTC-429P9.4	10.0	0.0		0.0		10.0	0.0
C2orf43		0.0		0.0	0.0	0.0	0.0
TMEM206	100.0	94.2	82.35	92.86	100.0	100.0	91.27
SHMT1	6.76	9.52		0.0	0.0	5.38	0.0
ANKRD13D	100.0	100.0		100.0	100.0	100.0	100.0
LMBRD1	100.0	100.0	100.0	100.0	100.0	98.25	100.0
NR1H3	46.51	77.5		53.85	40.91	81.69	43.59
GSE1	7.8	3.65		0.0	0.0	15.32	0.0
VOPP1	1.52	2.76	0.0	1.27	0.0	0.42	1.59
IFT172	0.0	0.0		0.0	0.0	0.0	0.0
PCDHGA1	2.08	0.0		0.68	0.0	0.0	0.94
PCDHGA10	2.08	0.0		0.68	0.0	0.0	0.94
PCDHGA11	2.08	0.0		0.68	0.0	0.0	0.94
PCDHGA12	2.08	0.0		0.68	0.0	0.0	0.94
PCDHGA2	2.08	0.0		0.68	0.0	0.0	0.94
PCDHGA3	2.08	0.0		0.68	0.0	0.0	0.94
PCDHGA4	2.08	0.0		0.68	0.0	0.0	0.94
PCDHGA5	2.08	0.0		0.68	0.0	0.0	0.94
PCDHGA6	2.08	0.0		0.68	0.0	0.0	0.94
PCDHGA8	2.08	0.0		0.68	0.0	0.0	0.94
PCDHGA9	2.08	0.0		0.68	0.0	0.0	0.94
PCDHGB1	2.08	0.0		0.68	0.0	0.0	0.94
PCDHGB2	2.08	0.0		0.68	0.0	0.0	0.94
PCDHGB3	2.08	0.0		0.68	0.0	0.0	0.94
PCDHGB4	2.08	0.0		0.68	0.0	0.0	0.94
PCDHGB6	2.08	0.0		0.68	0.0	0.0	0.94
PCDHGB7	2.08	0.0		0.68	0.0	0.0	0.94
PCDHGC4	2.08	0.0		0.68	0.0	0.0	0.94
PCDHGC5	2.08	0.0		0.68	0.0	0.0	0.94
IGF2BP2	0.0	0.0		1.06	0.0	0.0	0.54
FYCO1	0.0	0.0		0.0	0.0	0.0	0.0
USP28	100.0	93.02		94.12	90.32	100.0	90.48
NIPSNAP1	100.0	100.0		100.0	100.0	100.0	100.0
CYP2R1	90.91	89.74	94.74	95.12		97.7	93.55
SVIL	0.0			0.0	0.0	0.0	0.0
CES2	87.5	84.62		70.97	80.77	84.0	100.0
GTF2H2C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PC	1.82	0.0		0.0		0.0	0.0
ZBTB40	100.0	100.0		100.0	100.0	100.0	100.0
HEATR5B	100.0	100.0		100.0	100.0	95.38	100.0
WDR48	0.0	3.12		1.59	0.0	15.79	0.0
DNM1L	100.0	100.0		96.17	100.0	100.0	100.0
ATP13A2	89.16	88.46	82.8	88.71	82.14	100.0	91.11
SMEK2	4.96	4.26		2.05	6.02	15.08	4.17
L3HYPDH	98.68	100.0	100.0	100.0	98.97	93.33	100.0
MYH9	99.77	100.0		99.81	99.9	99.52	99.68
RP11-542C16.2	79.55	88.14		91.89	88.1	93.1	86.05
TLN1	100.0	100.0		100.0	100.0	100.0	100.0
SAMD12	100.0	100.0		100.0	100.0	100.0	100.0
JKAMP	78.79	73.33		82.5	100.0		100.0
NOM1	98.21	100.0	100.0	100.0	100.0	100.0	98.25
EXOC7	100.0	98.81	100.0	98.56	97.63	100.0	97.4
SAP130	0.0	0.0		0.0	0.0	0.0	0.0
BMPR1A	100.0	100.0		93.48	100.0	100.0	100.0
KIAA0195	1.43	1.11		1.63	0.91	0.0	0.0
ZNF117	0.0	0.0		0.0			0.0
NTHL1	95.7	97.54	100.0	100.0	95.65	94.32	97.41
WDR48	3.92	6.06		0.0	5.41	15.79	3.7
TSPAN9	0.0	0.0		0.0	0.0	0.0	0.0
KCTD9	100.0	100.0		100.0	100.0	100.0	100.0
DDX49	94.24	95.04		92.55	95.83	85.51	90.0
METTL23	54.35	51.52	52.24	55.15	52.17	72.93	70.69
TRIO	60.66	53.85		66.67	65.96	48.65	41.38
TLCD1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
AP1G2	49.32	88.57		76.67		80.36	100.0
WHSC1		86.36		85.0	82.35	100.0	62.5
EXD3	100.0	100.0		100.0	100.0	100.0	100.0
C15orf57	100.0	100.0		100.0	93.48	100.0	96.05
SLC43A2	0.0	0.0		0.0	0.0	0.0	0.0
STPG1	0.0	0.0	0.0	12.5	6.41		0.0
ALDH7A1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
DFNA5	0.0	0.0		0.16	0.0		0.0
LRBA	100.0	89.83		95.05	100.0	91.86	94.12
UBE2Q2	95.56	98.25	100.0	91.09	96.88	100.0	97.26
MRPS36	100.0	97.99	97.29	98.77	100.0	100.0	97.49
HDGFRP3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
VRK2	11.19	5.93	12.31	8.24	16.82	8.57	11.48
RPUSD1	100.0	100.0		100.0	90.0	100.0	88.71
DCXR	98.15	95.51	100.0	97.53	96.85	96.53	93.99
RFNG	1.2	2.6		1.89	1.96	0.0	2.5
ZNF205	0.0	0.0		0.0	0.0	0.0	0.0
ATG2A	0.0	0.0		0.0	0.0	5.77	0.0
KIAA1731	0.0	0.0		0.0	0.0	0.0	4.17
DGKQ		100.0		100.0		100.0	100.0
CEP95	12.77	5.38	2.52	2.61	5.52	9.03	5.13
PLEC	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TGDS	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RILPL2	80.43	85.71	100.0	89.38	95.74	88.57	91.11
KLC4	2.22	1.33		0.0	0.0	1.52	0.0
PRKAR1A	100.0	98.39		96.74	100.0	100.0	100.0
UBXN6	5.23	6.17	0.0	0.66	4.5	2.96	2.13
FAM83G	1.33			0.0	0.0	0.0	0.0
DCTN2	94.66	94.6		95.45	92.11	100.0	95.1
VPS41	100.0	100.0		100.0	100.0	97.7	98.1
KLC4	100.0	96.67	100.0	93.44	100.0	94.87	100.0
TSR1	32.43	39.58		20.0	27.08	64.29	35.48
POLQ	0.0	0.0		0.0	0.0	0.0	0.0
CS	95.2	95.7		93.96	100.0	95.81	94.99
IQGAP3	0.99	0.0		0.41	1.42	2.34	1.72
RACGAP1	89.81	97.08		91.96	90.24	98.35	92.29
GTPBP6	0.0	0.0	0.0	3.75	0.0	14.77	0.0
NBPF14	91.26	88.77		90.34	90.08	90.48	93.68
TANC1	90.32	89.47		100.0	91.67	94.67	91.3
WDHD1	0.0	0.0		0.0	0.0	0.0	0.0
GOLGA7	91.18	95.51		91.34	95.79	86.4	95.47
IKBKB	91.18	95.51		91.34	95.79	86.4	95.47
PWP2	4.35	2.89		3.33	3.06	6.5	2.42
CEP85	97.14	100.0		100.0	97.67	100.0	98.82
DIP2C		0.0		0.0	0.0	0.0	
MIR4458			0.0			1.64	0.92
RBM45	4.35	2.38		0.0	4.55	2.38	2.17
LLGL2	0.0	0.0				3.08	
WDR62	97.56	100.0		100.0	100.0	100.0	100.0
CSNK1E	3.12	0.0		2.33	0.0	0.0	0.0
JARID2	94.74	100.0		100.0	100.0	100.0	100.0
TXNRD2	2.78	0.88		1.39	2.13	1.01	2.86
AMTN		0.0		0.0		0.0	0.0
TRMT44		0.0		0.0		0.0	0.0
AFAP1	0.0	0.0		0.0	0.0	0.0	0.0
EPG5	100.0	100.0		100.0	100.0		100.0
SLC25A19	73.33	45.45		32.0	30.77	29.03	26.97
DDT	3.24	2.02	1.04	4.61	5.99	2.89	5.0
INVS	0.0	2.22		0.0	0.0	5.26	2.7
DAZAP1	28.81	33.05	19.05	30.67	30.3	32.32	30.55
DLEU2	0.0	0.0	0.0	4.35	0.0	0.0	0.0
SMG9	3.16	2.6		1.54	0.68	2.38	1.15
VSIG10L	3.16	2.6		1.54	0.68	2.38	1.15
MYO1B	0.61	0.0		0.58	1.1		
OSGEP	97.8	100.0	100.0	100.0	97.8	100.0	100.0
SKA3	95.28	94.95	100.0	96.15	97.4	96.55	100.0
PC	0.0	0.0		0.0		0.0	0.0
MTFR1L	100.0	100.0		100.0	100.0	100.0	100.0
KIAA1551	2.04	1.16	0.0	1.19	5.56	0.96	1.39
UBA6	86.67	95.24		100.0	100.0	91.67	100.0
PLCB3	1.47	0.0		0.43	2.05	1.16	0.86
BFAR	93.58	98.02	100.0	95.19	100.0	98.43	96.56
GLMN	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAMK2G	5.19	12.9		8.74	5.56	20.42	5.45
MTMR10	100.0	100.0		100.0	100.0	100.0	100.0
GABBR1	12.12	0.71		1.96	0.0		2.7
IARS	0.7	0.0		0.0	0.0	2.3	0.0
ACACA	0.0	0.0		0.0	0.0	0.0	0.0
DONSON	100.0	100.0		91.18	100.0	100.0	100.0
USP32	100.0	100.0		100.0	100.0	100.0	100.0
C2orf68	100.0	100.0		97.56	100.0	100.0	100.0
FOXRED1	93.22	92.71		95.79	100.0	96.79	95.14
MAN2C1	41.46	60.0		68.89	37.31	66.43	42.39
DDX42	98.23	96.17		98.06	97.81	99.57	92.79
ARHGAP11A	85.12	97.25		96.22	100.0	97.69	96.23
UBE2D4	6.06	3.7	40.54	2.13	3.45	2.0	3.9
PJA1	12.5	13.27		8.7	9.92	17.78	7.95
UVRAG	0.0	0.0		1.85	0.0	0.0	0.0
FAM222B	0.0	5.0		0.0		27.27	10.2
PMS2P3	13.33			0.0		0.0	20.0
ZNF765	15.0	5.26		5.88		12.5	0.0
ZDHHC13	100.0	100.0	100.0	100.0	100.0	100.0	100.0
STX16	88.38	100.0		94.26	88.31	68.97	79.81
CCDC112	100.0	100.0	100.0	95.16	100.0	100.0	97.66
EPC1	0.0	1.82		0.0	3.57	0.0	0.0
PKN3	0.0	0.66		1.32	2.22	0.0	2.24
IGF2R	97.41	100.0		96.1	100.0	100.0	100.0
AC010642.1	96.24	96.84	100.0	96.55	96.35	93.77	97.01
ERVK3-1	96.24	96.84	100.0	96.55	96.35	93.77	97.01
SMNDC1	6.06	7.09	0.0	16.39	8.64	16.67	5.88
PMS1	100.0	95.24	100.0	100.0	100.0	100.0	100.0
SLC27A3		100.0		100.0		100.0	
TNPO3	100.0	100.0		100.0	100.0	100.0	100.0
BPHL	6.35	5.0	4.08	8.33	6.56	5.0	12.68
MPRIP	100.0	98.46		100.0	99.1	100.0	100.0
NUDCD2	1.45	1.22	0.0	5.15	5.56	5.13	0.97
HIST2H4B	62.75	100.0	44.68	46.15	72.22	71.43	29.79
GEMIN8	8.0	4.88		7.14	6.25	10.87	6.25
WWTR1	0.0	0.0	0.0	0.0	0.0		0.0
PRKAR1B	0.0	0.0		0.0		0.0	2.33
STPG1	5.97	1.92	20.0	2.15	3.94	0.0	7.2
BAK1	0.0	0.0		0.0	0.0	0.0	0.0
F3	0.41	0.0	1.51	0.22	0.57	0.96	
CDC45	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCEAL3	12.5	13.73		12.75	12.82		
AKAP10	0.0	0.0		0.0	0.0	0.0	0.0
FOXRED1	6.15	2.97		0.0	0.0	2.31	4.73
SLC7A5	99.62	100.0		100.0	100.0	100.0	99.65
COPS2	32.69	39.34	25.0	38.79	33.96	20.0	29.31
ZNF653	0.0	0.0		0.0	0.0	0.0	0.0
ASPSCR1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
ZNF512B	5.19	0.0		0.0	0.0		0.0
FAM21C	97.89	97.75		97.98	96.43	94.38	100.0
WARS2	100.0	100.0		100.0	100.0	100.0	100.0
CRYL1	100.0	100.0		100.0	100.0	100.0	100.0
HDAC7	1.27	1.35		0.54	2.53	1.75	2.4
PDK2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PVRL1	97.18	100.0	12.12	86.67	93.33	92.31	94.32
RNF126	8.41	6.06	7.41	12.24	4.08	3.21	3.27
MORN1	0.0	5.88		3.23	7.69	0.0	5.26
C19orf55	100.0	100.0		100.0	100.0	100.0	100.0
OCEL1	79.37	90.16	67.53	84.62		80.0	84.0
ATM	0.0	0.0		0.0	0.0	5.26	0.0
IPO8	3.96	4.26		2.73	4.0	6.0	5.71
C4A	100.0	95.38		100.0	100.0	91.21	100.0
SVILP1	0.0			0.0	0.0		0.0
XRRA1				0.0	0.0	0.0	0.0
PACRGL	0.0	0.0		0.0	0.0	0.0	0.0
NPEPPS	100.0	100.0		100.0	100.0	100.0	100.0
DOM3Z	2.13	0.0		0.0	0.0	5.26	3.36
LETMD1	7.69	9.8		6.25	8.89	11.11	5.97
TCEA1	9.43	1.27		4.73	2.33	3.27	3.67
ZNF609	100.0	100.0		100.0	100.0	100.0	100.0
BCL9L	2.25	2.4	0.0	1.57	2.5	7.57	1.37
CCDC41	100.0	100.0		100.0	100.0	100.0	100.0
MYBL1	0.0	0.0	0.0	0.0	1.4		0.0
CYP20A1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
ZNF446	38.1	10.26		28.12	8.7	19.61	33.33
ZSWIM7	50.0	63.03	72.95	56.85	70.56	69.05	66.48
LRRC37A2		72.22		63.64			
NME1	0.0	1.18	0.0	0.0	0.97	0.95	0.0
NME2	0.0	1.18	0.0	0.0	0.97	0.95	0.0
GNPDA2	2.27	1.27	0.0	1.02	0.0	0.0	0.0
RTEL1	0.0	0.0		0.0	0.0	0.0	0.0
RTEL1-TNFRSF6B	0.0	0.0		0.0	0.0	0.0	0.0
LANCL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPLP2	100.0	100.0		100.0	98.2	100.0	100.0
MAP4K2	92.77	100.0		92.42	89.06	100.0	92.63
ITGB3BP	5.48	2.06	1.39	2.4	6.85	6.56	3.51
TARSL2	100.0	100.0		100.0		100.0	100.0
REPS1	100.0	100.0		100.0	100.0	100.0	100.0
DNAJC19	2.08	4.91	5.32	6.69	6.78	5.68	3.89
UTP20	100.0	100.0		100.0	100.0	100.0	100.0
TPCN1	7.14	0.0		3.47	3.51	3.51	9.09
ZNF761	0.0	8.51		0.0		1.39	0.0
TTC17	95.16	100.0	100.0	100.0	100.0	100.0	97.96
NUDT4	4.21	3.31	0.0	3.03	3.7	3.59	1.39
AMZ2	59.33	80.65		82.61	84.85	100.0	100.0
SUGP1	100.0	100.0		100.0	100.0	100.0	100.0
HSPG2	0.0	0.0			0.0	0.0	0.0
UEVLD	86.84	84.78		94.03	87.93	87.84	91.89
ANO8	92.86	80.0		92.0		86.67	86.67
FAM168A	0.0	0.0		0.0	0.0		0.0
SLC29A1	18.18	24.44		31.25	27.27	21.84	28.81
CNST	0.0	0.0		0.0	0.0	0.0	0.0
TEN1	1.15	0.51	1.64	0.0	1.14	2.38	0.0
TEN1-CDK3	1.15	0.51	1.64	0.0	1.14	2.38	0.0
PUF60	8.7	2.15		0.0	7.14	5.06	3.3
RIN3	9.68	0.0		5.45	8.7	6.67	
BRD4	0.97	0.0		1.12	0.0	2.13	0.0
TBC1D24	100.0	100.0		100.0		100.0	100.0
TMEM42	11.21	6.82	11.9	9.79	6.25	15.48	20.48
PSMD5	0.0	1.05		0.0	0.0	4.37	0.0
YIPF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAP4K2	95.56	100.0		97.78	100.0	100.0	98.94
ATP2B1	0.0	0.0		0.0	0.0	0.0	0.0
CHD6	91.07	100.0		100.0	100.0	100.0	100.0
BICD1	0.0	0.0		0.0	0.0	0.0	0.0
TMEM80	100.0	100.0		100.0	86.36	100.0	100.0
WDR43	100.0	100.0	100.0	100.0	100.0	100.0	100.0
SLC35F6	95.59	92.59		100.0	89.06	100.0	91.58
NBEAL2	4.17	7.27		3.33	11.54	8.59	11.36
FOXP4	5.0	0.0		4.17	4.88	3.12	0.0
KIAA0753	94.74	92.11		93.18	96.77	85.71	100.0
CAMK2G	97.92	100.0		98.89	92.55	100.0	94.05
SFXN2	0.0	0.0		0.0	0.0	0.0	0.0
PVRL2	20.0	21.98	68.75	15.87	17.65	7.68	14.38
ELOVL5	100.0	100.0		100.0	100.0	100.0	100.0
RPP25L	21.69	31.39	45.45	25.56	32.35	14.15	32.87
GMIP	0.0	0.0		0.0		0.0	3.23
SLC52A2	94.39	93.71	97.44	96.02	93.65	80.26	94.16
USMG5	13.33	12.12	3.33	1.12	30.77	17.39	21.21
FAM160A2	24.0	28.57		21.13	37.5	31.2	27.78
RP11-21L23.3	24.0	28.57		21.13	37.5	31.2	27.78
C3orf62	93.33			91.3	81.82	100.0	100.0
PCBP4	7.48	7.77	0.0	2.68	11.63	0.0	7.32
LRRC37A		96.15		94.44		100.0	
FARSA	1.67	0.63	0.43	2.18	1.15	0.7	1.33
ADCY7	14.89	0.0		9.62	7.52		
ATRX	0.0	0.0		0.0	0.0	0.0	0.0
CASD1	97.27	95.45	100.0	100.0	93.94	100.0	96.97
KLHL17	64.0	42.86		22.5	23.81	52.63	40.91
DROSHA	100.0	100.0		96.2	100.0	96.69	95.95
SLMAP	88.46	96.61	45.0	100.0	100.0	14.15	42.86
RPL7A	0.47	0.67	0.0	0.65	1.06	0.55	0.56
HERC3	0.0			0.0	0.0	0.0	0.0
THAP9	0.0			0.0	0.0	0.0	0.0
SLC39A13	12.36	15.38	0.0	7.05	14.55	15.38	15.05
LTBP4	94.81	95.47		94.53	95.12	98.72	100.0
MMD	100.0	100.0		100.0	100.0	100.0	100.0
KNTC1	20.0	22.22		11.76	28.97	29.91	20.91
NAP1L4	78.95	100.0		70.59	93.65	87.5	86.67
SUPT6H	2.67	0.53		1.87	1.96	2.08	1.59
IGF1R					100.0	85.71	
MAP3K4	100.0	95.56		100.0	100.0	100.0	100.0
GRAMD3	0.0	2.27		0.0	0.0	0.0	0.0
EIF4ENIF1	2.38	2.27		2.0	4.76	2.33	1.79
NUP54	100.0	100.0	100.0	100.0	100.0	100.0	100.0
RNASEH2B	3.45	0.98	1.79	1.63	2.97	4.43	3.36
CHRNA5	0.0	0.0	0.0	0.0		0.0	0.0
NAA30	1.67	0.0	0.0	0.92	2.5	2.99	2.27
ELP5	100.0	95.7		100.0	100.0	100.0	100.0
TUG1	96.0	100.0		97.67	100.0	97.08	100.0
NFATC3	100.0	98.28		100.0	96.15	100.0	96.88
DCAF8	100.0	93.46		87.88	88.89	90.62	94.44
SLC36A4	0.0	0.0	0.0	0.0	4.69	0.0	0.0
MAPK3	0.0	0.0		0.0	0.0	0.0	0.0
GTPBP3	0.0	3.31		0.0	0.0	0.0	2.53
ARHGEF28	100.0		82.54	99.48	100.0	100.0	99.21
SART3	100.0	98.22		98.15	98.37	97.62	97.56
KDM2A	93.42	100.0		100.0	86.36	92.31	100.0
RNF6	100.0	100.0	100.0	100.0	100.0	100.0	100.0
HEATR2	0.0	0.0		0.0	0.0	0.0	0.0
MRPS27	90.29	94.25		90.51	92.07	95.17	91.46
CLIP1	100.0	100.0		100.0	100.0	100.0	100.0
BRE	7.59	4.88	8.87	4.24	8.84	5.49	12.33
WIPI1	0.0	0.0		0.0	0.0	0.0	0.0
KPNA1	66.27	79.44		73.53	73.43	79.58	73.21
CPSF4	74.65	65.67		41.94	68.42	48.94	64.84
FBXO7	100.0	100.0	100.0	100.0	100.0	100.0	100.0
ERMP1	64.52	72.73		78.57		78.26	78.57
KLC1		36.36	47.06	42.86	40.91	34.62	
PIAS2	4.76	2.56		13.33	6.67	10.0	2.78
HEXDC	3.45	0.0		0.0		0.0	
LGALS9C	3.45	0.0		0.0		0.0	
GUF1	95.38	95.52	86.11	90.0	90.0	100.0	90.2
REV1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
GNPDA2	100.0	93.44	93.13	94.92	100.0	100.0	91.14
ELAC1	10.42	13.64		8.33	18.75	12.5	8.57
RP11-729L2.2	10.42	13.64		8.33	18.75	12.5	8.57
SMAD4	10.42	13.64		8.33	18.75	12.5	8.57
PPP5C	3.27	3.48		0.68	2.07	3.59	0.56
DNAJC5	29.6	43.59	40.0	41.96	38.39	55.0	31.86
PIGG	0.0	15.22		12.94	4.69	7.5	9.09
NAA15	0.0	0.0	0.0	0.79	0.0	0.0	0.0
RP11-22B23.1	81.82	69.05			75.41	71.74	84.85
OSGIN2	0.0	1.82	0.0	0.0	0.0	1.69	0.77
USP25	100.0	100.0		100.0	100.0	100.0	100.0
CCDC88A	89.86	84.88		90.12	89.74		90.24
MFF	8.88	5.13	0.0	11.44	6.0	8.33	3.09
TBC1D22B	0.0	0.0		0.0	0.0	0.0	0.0
NT5C	100.0			88.0	100.0	100.0	100.0
PLCD3	0.0	0.0		0.0	0.0	4.89	0.0
LDLRAP1	10.26	0.0		14.81	0.0	10.81	8.89
HK2	0.0	1.67		3.31	2.86	6.3	2.3
MSH6	0.72	0.0		1.27	0.94	0.94	2.78
CANT1	1.46	3.1		3.14	2.21	18.62	11.37
CARS2	0.0	0.0		0.0	0.0	0.0	0.0
USP8	96.25	100.0		96.45	100.0	100.0	100.0
GABPB1-AS1	0.0	0.0	0.0	2.86	3.23	4.76	4.17
ERP27	0.34	0.0		0.21	0.0	1.3	0.0
RECQL	0.34	0.0		0.21	0.0	1.3	0.0
RNF213	5.13	5.08		5.48	7.27	1.75	7.89
C17orf76-AS1	85.13	97.19	85.84	78.91	85.51	89.48	70.83
SLC5A6	98.46	99.5		100.0	97.14	99.2	98.02
ABCD4	9.09	7.69		4.73	8.33	6.25	11.11
CDK5RAP2	1.52	0.72		0.68	1.49	2.6	0.0
NPIPB5	2.85	0.82		0.0	0.0	2.8	1.14
PTPN1	1.26	2.38		1.28	1.67	4.29	0.95
STAT1	3.49	1.59	5.26	1.66	1.91	4.55	3.12
SHROOM1	100.0			100.0	100.0	94.85	100.0
RP11-77K12.8	13.64	6.98		3.33	10.26	9.26	5.32
TMEM231	13.64	6.98		3.33	10.26	9.26	5.32
ATL3	0.0	5.88	0.0	0.91	0.76	0.78	0.0
STARD10	0.0	5.88	0.0	0.91	0.76	0.78	0.0
NBN	98.18	98.08	98.94	98.9	95.15	94.37	95.4
STK36	2.7	0.0		0.0	0.0	0.0	0.0
DVL1	0.0	0.0		0.0	0.0	0.0	0.0
STARD3	64.58	74.12		67.14	77.78	74.07	79.52
VPS13B	100.0	100.0		100.0	100.0	100.0	100.0
CEP164	100.0	100.0		98.53	100.0	100.0	100.0
CSE1L	0.72	3.44	0.98	0.56	1.4	3.59	1.58
